about,authors,dateowned,gender,owner,shelfmark,texts
Pèlerinage de Vie humaine; Pèlerinage de l'âme,"Guillaume de Digulleville,Guillaume de Digulleville",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 829,"Pèlerinage de vie humaine, 2nd redaction,Pèlerinage de l'Ame"
Bestiaire; Vies des saints; Dits moraux des philosophes,",Guillaume de Tignonville,",?-June 1416,Male,John Duke of Berry,NE 4,"Bestiaire,Dits moraux des philosophes,Vies des saints"
Bestiaire; Vies des saints; Dits moraux des philosophes,",Guillaume de Tignonville,",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 4,"Bestiaire,Dits moraux des philosophes,Vies des saints"
Légende dorée,Jacobus de Voragine,?-June 1416,Male,John Duke of Berry,NE 5,Légende dorée (trans. de Vignay)
Légende dorée,Jacobus de Voragine,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 5,Légende dorée (trans. de Vignay)
Ci nous dit,Anonymous,14??-1476?,Male,Jacques d'Armagnac,BnF fr. 425,Ci nous dit
Ci nous dit,Anonymous,14??-February 1404,Male,Jean le Moustardier,BnF fr. 425,Ci nous dit
Ci nous dit,Anonymous,February 1404-June 1416,Male,John Duke of Berry,BnF fr. 425,Ci nous dit
Ci nous dit,Anonymous,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 425,Ci nous dit
Ovide moralisé,"Ovid,Anonymous",?-June 1416,Male,John Duke of Berry,BnF fr. 373,"Ovide moralisé,Poème: Ne plus ne moins qun enffant de bas age"
Ovide moralisé,"Ovid,Anonymous",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 373,"Ovide moralisé,Poème: Ne plus ne moins qun enffant de bas age"
Métamorphoses,Ovid,?-June 1416,Male,John Duke of Berry,NE 6,Ovide moralisé
Métamorphoses,Ovid,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 6,Ovide moralisé
Histoire de Thèbes et de Troie,,?-1403,Male,Jean de Montaigu,NE 7,Histoire de Thèbes et de Troie
Histoire de Thèbes et de Troie,,1403-June 1416,Male,John Duke of Berry,NE 7,Histoire de Thèbes et de Troie
Histoire de Thèbes et de Troie,,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 7,Histoire de Thèbes et de Troie
Histoire ancienne jusqu'à César,"Wauchier de Denain,Orosius",1400?-16 December 1405,Male,Baude de Guy,BnF fr. 256,Histoire ancienne jusqu'à César (1st version)
Histoire ancienne jusqu'à César,"Wauchier de Denain,Orosius",16 December 1405-June 1416,Male,John Duke of Berry,BnF fr. 256,Histoire ancienne jusqu'à César (1st version)
Histoire ancienne jusqu'à César,"Wauchier de Denain,Orosius",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 256,Histoire ancienne jusqu'à César (1st version)
Décades,Titus Livy,1402?-June 1416,Male,John Duke of Berry,BnF fr. 263,Décades
Décades,Titus Livy,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 263,Décades
Faits des Romains,Marcus Annaeus Lucanus,?-June 1416,Male,John Duke of Berry,NE 8,Faits des Romains
Faits des Romains,Marcus Annaeus Lucanus,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 8,Faits des Romains
Grandes chroniques de France,"Primat,Richard Lescot",-,Male,Aymeri de Rochechouart,NE 9,Grandes chroniques de France
Grandes chroniques de France,"Primat,Richard Lescot",?-June 1416,Male,John Duke of Berry,NE 9,Grandes chroniques de France
Grandes chroniques de France,"Primat,Richard Lescot",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 9,Grandes chroniques de France
Chroniques de France,"Primat,Richard Lescot",1488-1522,Female,"Anne of France, duchess of Bourbon",BnF fr. 2641,Grandes chroniques de France
Chroniques de France,"Primat,Richard Lescot",1434?-1456?,Male,Charles I of Bourbon,BnF fr. 2641,Grandes chroniques de France
Chroniques de France,"Primat,Richard Lescot",14??-1407,Male,Guillaume Boisratier,BnF fr. 2641,Grandes chroniques de France
Chroniques de France,"Primat,Richard Lescot",1407-June 1416,Male,John Duke of Berry,BnF fr. 2641,Grandes chroniques de France
Chroniques de France,"Primat,Richard Lescot",1456?-1488?,Male,John II of Bourbon,BnF fr. 2641,Grandes chroniques de France
Chroniques de France,"Primat,Richard Lescot",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 2641,Grandes chroniques de France
Roman de Brut,Geoffrey of Monmouth,14??-4 September 1413,Male,"Jehan Colin, libraire",BnF fr. 1454,Roman de Brut
Roman de Brut,Geoffrey of Monmouth,4 September 1413-June 1416,Male,John Duke of Berry,BnF fr. 1454,Roman de Brut
Roman de Brut,Geoffrey of Monmouth,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 1454,Roman de Brut
Godeffroy de Bouillon,,1405-June 1416,Male,John Duke of Berry,NE 10,Livre de Godeffroy de Bouillon
Godeffroy de Bouillon,,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 10,Livre de Godeffroy de Bouillon
Histoire de Lusignan,,?-June 1416,Male,John Duke of Berry,NE 11,Histoire de Lusignan
Histoire de Lusignan,,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 11,Histoire de Lusignan
Chroniques de Burgos,Gonzalo de Hinohosa,29 October 1407-June 1416,Male,John Duke of Berry,BL Royal MS 19 E VI,Chroniques de Burgos
Chroniques de Burgos,Gonzalo de Hinohosa,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BL Royal MS 19 E VI,Chroniques de Burgos
Devisement du monde,"Marco Polo,Rusticien de Pise",14??-June 1416,Male,John Duke of Berry,BnF fr. 5631,Devisement du monde
Devisement du monde,"Marco Polo,Rusticien de Pise",14??-1492?,Male,"Louis de Bruges, Lord of Gruuthuse",BnF fr. 5631,Devisement du monde
Devisement du monde,"Marco Polo,Rusticien de Pise",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 5631,Devisement du monde
Art de chevalerie,Vegetius,1434?-December 1456?,Male,Charles I of Bourbon,BnF fr. 1229,Art de chevalerie (trans. de Vignay)
Art de chevalerie,Vegetius,c. 1402-June 1416,Male,John Duke of Berry,BnF fr. 1229,Art de chevalerie (trans. de Vignay)
Art de chevalerie,Vegetius,December 1456?-1488?,Male,John II of Bourbon,BnF fr. 1229,Art de chevalerie (trans. de Vignay)
Art de chevalerie,Vegetius,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 1229,Art de chevalerie (trans. de Vignay)
Arbre des batailles,Honoré Bonet (aka Honoré Bovet),?- June 1416,Male,John Duke of Berry,NE 12,Arbre des batailles
Arbre des batailles,Honoré Bonet (aka Honoré Bovet),June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 12,Arbre des batailles
Livre des proprietez des choses,Bartholomeus Anglicus,1 January 1404-June 1416,Male,John Duke of Berry,NE 13,Le Livre des Proprietez des Choses
Livre des proprietez des choses,Bartholomeus Anglicus,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 13,Le Livre des Proprietez des Choses
Image du monde,Gossuin de Metz,-,Female,Dominique de Bourgoigne,BnF fr. 574,Image du monde
Image du monde,Gossuin de Metz,1320?-13??,Male,Guillaume Flote,BnF fr. 574,Image du monde
Image du monde,Gossuin de Metz,1401?-June 1416,Male,John Duke of Berry,BnF fr. 574,Image du monde
Image du monde,Gossuin de Metz,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 574,Image du monde
Livre du Trésor,Brunetto Latini,1402?-June 1416,Male,John Duke of Berry,BnF fr. 568,Livre du Trésor
Livre du Trésor,Brunetto Latini,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 568,Livre du Trésor
Livre de l'information des princes,Anonymous,February 1410-June 1416,Male,John Duke of Berry,BnF fr. 1210,Livre de l'information des princes (trans. Golein)
Livre de l'information des princes,Anonymous,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 1210,Livre de l'information des princes (trans. Golein)
Livre de l'information des princes,Anonymous,1400?-February 1410,Male,"Regnault du Montet, libraire",BnF fr. 1210,Livre de l'information des princes (trans. Golein)
Livre de l'information des princes,Anonymous,?-June 1416,Male,John Duke of Berry,NE 14,Livre de l'information des princes (trans. Golein)
Livre de l'information des princes,Anonymous,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 14,Livre de l'information des princes (trans. Golein)
Secret des secrets,Aristotle,?- June 1416,Male,John Duke of Berry,NE 15,Secret des secrets (incl. Physiognomie)
Secret des secrets,Aristotle,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 15,Secret des secrets (incl. Physiognomie)
Le Testament de Jean de Meun; Le Roman de la Rose; Le Livre de la violette; Le Dit de la Panthère,"Nicole de Margival,Gerbert de Montreuil,Guillaume de Lorris,Jean de Meun",1434?-1456?,Male,Charles I of Bourbon,NE 16,"Le Dit de la Panthère,Le Livre de la Violette,Le Roman de la Rose (Guillaume de Lorris),Le Testament de Jean de Meun"
Le Testament de Jean de Meun; Le Roman de la Rose; Le Livre de la violette; Le Dit de la Panthère,"Nicole de Margival,Gerbert de Montreuil,Guillaume de Lorris,Jean de Meun",?- June 1416,Male,John Duke of Berry,NE 16,"Le Dit de la Panthère,Le Livre de la Violette,Le Roman de la Rose (Guillaume de Lorris),Le Testament de Jean de Meun"
Le Testament de Jean de Meun; Le Roman de la Rose; Le Livre de la violette; Le Dit de la Panthère,"Nicole de Margival,Gerbert de Montreuil,Guillaume de Lorris,Jean de Meun",June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 16,"Le Dit de la Panthère,Le Livre de la Violette,Le Roman de la Rose (Guillaume de Lorris),Le Testament de Jean de Meun"
La Droite forme pour vivre; Le Livre du cloistre de l'ame; Le Mirouer de mortel vie; Les Meditacions saint Anseaume; Miroir des dames,",Hugh of Fouilloy,,,Durand de Champagne",13??-1416?,Male,John Duke of Berry,BL Add. MS 29986,"La Droite forme pour vivre,Le Livre du cloistre de l'ame,Le Mirouer de mortel vie,Les Meditacions saint Anseaume,Miroir des dames"
La Droite forme pour vivre; Le Livre du cloistre de l'ame; Le Mirouer de mortel vie; Les Meditacions saint Anseaume; Miroir des dames,",Hugh of Fouilloy,,,Durand de Champagne",?-1434?,Female,"Marie of Berry, duchess of Bourbon",BL Add. MS 29986,"La Droite forme pour vivre,Le Livre du cloistre de l'ame,Le Mirouer de mortel vie,Les Meditacions saint Anseaume,Miroir des dames"
Livre des femmes nobles et renommees,Giovanni Boccaccio,1403-February 1404,Female,Jean de La Barre,BnF fr. 598,Livre des femmes nobles et renommées (aka Des cleres et nobles femmes)
Livre des femmes nobles et renommees,Giovanni Boccaccio,February 1404-June 1416,Male,John Duke of Berry,BnF fr. 598,Livre des femmes nobles et renommées (aka Des cleres et nobles femmes)
Livre des femmes nobles et renommees,Giovanni Boccaccio,June 1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 598,Livre des femmes nobles et renommées (aka Des cleres et nobles femmes)
Epistre Othéa,Christine de Pizan,1407?-1416,Male,John Duke of Berry,BnF fr. 606,Epistre Othea
Epistre Othéa,Christine de Pizan,1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 606,Epistre Othea
Nouveau Testament,,1424?-1425,Female,"Bonne of Artois, duchess of Burgundy",KBR MS 9394-96,Nouveau Testament
Nouveau Testament,,?-1434?,Male,John I of Bourbon,KBR MS 9394-96,Nouveau Testament
Nouveau Testament,,?-1434?,Female,"Marie of Berry, duchess of Bourbon",KBR MS 9394-96,Nouveau Testament
Nouveau Testament,,1425?-1467,Male,Philip the Good,KBR MS 9394-96,Nouveau Testament
Livre d'heures,Anonymous,c. 1400-1434?,Female,"Marie of Berry, duchess of Bourbon",BmQ MS 42,Livre d'heures
L'Aguillon d'amour divine; L'Horloge de sapience; Vivat rex; Bonne doctrine pour dévotes fames; Chapel des fleurs de lys,"Henry Suso,Anonymous,Vegetius,Philippe de Vitry,Jean Gerson,Bonaventura,Jacques de Milan",1434?-1456?,Male,Charles I of Bourbon,BnF fr. 926,"L'Horloge de sapience,Bonne doctrine pour dévotes fames (aka XV perfections que la preudefemme doit avoir),Chapel des fleurs de lys,Sermon: Vivat rex,L'Aguillon d'amour divine"
L'Aguillon d'amour divine; L'Horloge de sapience; Vivat rex; Bonne doctrine pour dévotes fames; Chapel des fleurs de lys,"Henry Suso,Anonymous,Vegetius,Philippe de Vitry,Jean Gerson,Bonaventura,Jacques de Milan",145?-1467?,Female,"Joan of Bourbon, princess of Orange",BnF fr. 926,"L'Horloge de sapience,Bonne doctrine pour dévotes fames (aka XV perfections que la preudefemme doit avoir),Chapel des fleurs de lys,Sermon: Vivat rex,L'Aguillon d'amour divine"
L'Aguillon d'amour divine; L'Horloge de sapience; Vivat rex; Bonne doctrine pour dévotes fames; Chapel des fleurs de lys,"Henry Suso,Anonymous,Vegetius,Philippe de Vitry,Jean Gerson,Bonaventura,Jacques de Milan",1406-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 926,"L'Horloge de sapience,Bonne doctrine pour dévotes fames (aka XV perfections que la preudefemme doit avoir),Chapel des fleurs de lys,Sermon: Vivat rex,L'Aguillon d'amour divine"
Epistre à la Royne de France; Epistre à Eustache Morel; Proverbes moraulx; Livre de prudence,"Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan",1408-1416,Male,John Duke of Berry,BnF fr. 605,"Epistre à la Royne de France,Epistre à Eustace Morel,Livre de Prudence,Proverbes Moraulx (Christine de Pizan)"
Epistre à la Royne de France; Epistre à Eustache Morel; Proverbes moraulx; Livre de prudence,"Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan",1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 605,"Epistre à la Royne de France,Epistre à Eustace Morel,Livre de Prudence,Proverbes Moraulx (Christine de Pizan)"
Livre de la Cité des dames,Christine de Pizan,1408-1416,Male,John Duke of Berry,BnF fr. 607,Livre de la Cité des Dames
Livre de la Cité des dames,Christine de Pizan,1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 607,Livre de la Cité des Dames
Christine de Pizan Compendium,"Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Guillaume de Tignonville,Gontier Col,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan",1408?-1416,Male,John Duke of Berry,BnF fr. 835,"Autres Balades (Plusieurs Balades de Divers Propos) (de Christine de Pizan),Livre du Dit de Poissy,Complainte amoureuse: Doulce dame, veuillez oir la plainte,Cent balades (de Christine de Pizan),Epistre au Dieu d'Amour,Epistres sur le Roman de la Rose,Jeux à Vendre,Livre des Trois Jugemens,Livre du Debat des deux amans,Rondeaux (de Christine de Pizan),Virelais,Les balades d'estrange facon,Lai: Amour, plaisant nourriture,Lai: Se je ne finoye de dire"
Christine de Pizan Compendium,"Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Guillaume de Tignonville,Gontier Col,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan",1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 835,"Autres Balades (Plusieurs Balades de Divers Propos) (de Christine de Pizan),Livre du Dit de Poissy,Complainte amoureuse: Doulce dame, veuillez oir la plainte,Cent balades (de Christine de Pizan),Epistre au Dieu d'Amour,Epistres sur le Roman de la Rose,Jeux à Vendre,Livre des Trois Jugemens,Livre du Debat des deux amans,Rondeaux (de Christine de Pizan),Virelais,Les balades d'estrange facon,Lai: Amour, plaisant nourriture,Lai: Se je ne finoye de dire"
Christine de Pizan Compendium,"Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan",1407?-1416,Male,John Duke of Berry,BnF fr. 836,"Enseignemens que Christine donne à son Filz (Les Enseignemens Moraux),Quinze Joyes Nostre Dame Rimées (aka XV Joyes Nostre Dame),Une oroyson de Nostre Seigneur: Sire Jhesu, mon oroison entens,Livre du Chemin de Long Estude,Livre du Duc des Vrays Amans,Dit de la Pastoure,Oraison Nostre Dame: O Vierge pure incomparable"
Christine de Pizan Compendium,"Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan,Christine de Pizan",1416-1434?,Female,"Marie of Berry, duchess of Bourbon",BnF fr. 836,"Enseignemens que Christine donne à son Filz (Les Enseignemens Moraux),Quinze Joyes Nostre Dame Rimées (aka XV Joyes Nostre Dame),Une oroyson de Nostre Seigneur: Sire Jhesu, mon oroison entens,Livre du Chemin de Long Estude,Livre du Duc des Vrays Amans,Dit de la Pastoure,Oraison Nostre Dame: O Vierge pure incomparable"
Bedford Psalter and Hours,",",1472? - 1483,Male,Anthony Woodville,BL Add. MS 42131,"Psalter,Book of Hours"
Bedford Psalter and Hours,",",1433/1435-?,Female,"Jacquetta of Luxembourg, duchess of Bedford",BL Add. MS 42131,"Psalter,Book of Hours"
Bedford Psalter and Hours,",",1414-1433,Male,John Duke of Bedford,BL Add. MS 42131,"Psalter,Book of Hours"
Bedford Psalter and Hours,",",1480-1483,Female,Mary Fitzlewis,BL Add. MS 42131,"Psalter,Book of Hours"
Unspecified Saint's Life,,c.1466,Female,"Alice Chaucer, duchess of Suffolk",NE 18,Unspecified Saint's Life
Renaut de Montauban en prose,Anonymous,c.1466,Female,"Alice Chaucer, duchess of Suffolk",NE 19,Quatre Fils Aimon (aka Renaut de Montauban) en Prose
A frenshe boke of temps pastoure,Guillaume de Machaut,c.1466,Female,"Alice Chaucer, duchess of Suffolk",NE 20,Jugement du roi de Bohême
Livre de la Cité des dames,Christine de Pizan,c.1466,Female,"Alice Chaucer, duchess of Suffolk",NE 21,Livre de la Cité des Dames
De morali principis intsitutione,Vincent of Beauvais,c.1466,Female,"Alice Chaucer, duchess of Suffolk",NE 22,De morali principis institutione
Dits moraux des philosophes,Guillaume de Tignonville,c.1466,Female,"Alice Chaucer, duchess of Suffolk",NE 23,Dits moraux des philosophes
Pilgrimage of the Life of Man (trans. Lydgate),Guillaume de Digulleville,c. 1466,Female,"Alice Chaucer, duchess of Suffolk",NE 24,The Pilgrimage of the Life of Man (trans. Lydgate)
Vie de saint Etienne,Anonymous,1427-1434?,Female,"Marie of Berry, duchess of Bourbon",NE 25,Vie de Saint Etienne
Chasteau perilleux; L'Horloge de sapience; Le seul parler de saint Augustin,"Henry Suso,Robert le Chartreux,Pseudo-Augustine",1484-1522,Female,"Anne of France, duchess of Bourbon",BnF fr. 445,"L'Horloge de sapience,Chasteau perilleux,Parlemens de l'ame a Dieu (aka Soliloques aka Seul parler de St. Augustin)"
